"Time / s","Speed Sensor:Speed"
0,0
9.9999999999999991e-05,0.0004999987500020832
0.00060000000000000006,0.0029999550004499971
0.0016000000000000001,0.0079996800085331624
0.0025999999999999999,0.012999155036615475
0.0035999999999999999,0.017998380097195624
0.0045999999999999999,0.022997355202771672
0.0055999999999999999,0.027996080365841055
0.0066,0.032994555598900584
0.0076,0.037992780914446453
0.0086,0.042990756324974212
0.0096000000000000009,0.047988481842978825
0.010600000000000002,0.052985957480954582
0.011600000000000003,0.057983183251395183
0.012600000000000004,0.062980159166793698
0.013600000000000004,0.067976885239642557
0.014600000000000005,0.072973361482433566
0.015600000000000006,0.077969587907657928
0.016600000000000007,0.082965564527806207
0.017600000000000008,0.087961291355368357
0.018600000000000009,0.092956768402833678
0.01960000000000001,0.09795199568269089
0.020600000000000011,0.10294697320742802
0.021600000000000012,0.10794170098953253
0.022600000000000012,0.11293617904149124
0.023600000000000013,0.11793040737579033
0.024600000000000014,0.12292438600491541
0.025600000000000015,0.12791811494135139
0.026600000000000016,0.13291159419758261
0.027600000000000017,0.13790482378609276
0.028600000000000018,0.14289780371936492
0.029600000000000019,0.14789053400988156
0.03060000000000002,0.15288301467012447
0.031600000000000017,0.15787524571257489
0.032600000000000018,0.16286722714971333
0.033600000000000019,0.16785895899401979
0.03460000000000002,0.17285044125797358
0.035600000000000021,0.17784167395405343
0.036600000000000021,0.18283265709473742
0.037600000000000022,0.18782339069250301
0.038600000000000023,0.192813874759827
0.039600000000000024,0.19780410930918563
0.040600000000000025,0.20279409435305448
0.041600000000000026,0.20778382990390853
0.042600000000000027,0.21277331597422208
0.043600000000000028,0.21776255257646887
0.044600000000000029,0.22275153972312198
0.045600000000000029,0.2277402774266539
0.04660000000000003,0.23272876569953646
0.047600000000000031,0.23771700455424091
0.048600000000000032,0.24270499400323781
0.049600000000000033,0.24769273405899714
0.050600000000000034,0.25268022473398827
0.051600000000000035,0.25766746604067992
0.052600000000000036,0.26265445799154019
0.053600000000000037,0.26764120059903651
0.054600000000000037,0.27262769387563579
0.055600000000000038,0.27761393783380434
0.056600000000000039,0.28259993248600762
0.05760000000000004,0.28758567784471067
0.058600000000000041,0.29257117392237786
0.059600000000000042,0.29755642073147293
0.060600000000000043,0.30254141828445896
0.061600000000000044,0.30752616659379856
0.062600000000000044,0.3125106656719534
0.063600000000000045,0.31749491553138498
0.064600000000000046,0.32247891618455377
0.065600000000000047,0.32746266764391985
0.066600000000000048,0.33244616992194248
0.067600000000000049,0.33742942303108048
0.06860000000000005,0.34241242698379193
0.069600000000000051,0.34739518179253448
0.070600000000000052,0.35237768746976489
0.071600000000000052,0.35735994402793947
0.072600000000000053,0.36234195147951387
0.073600000000000054,0.36732370983694312
0.074600000000000055,0.37230521911268161
0.075600000000000056,0.37728647931918302
0.076600000000000057,0.38226749046890063
0.077600000000000058,0.38724825257428686
0.078600000000000059,0.39222876564779369
0.07960000000000006,0.39720902970187238
0.08060000000000006,0.4021890447489736
0.081600000000000061,0.40716881080154738
0.082600000000000062,0.41214832787204314
0.083600000000000063,0.41712759597290966
0.084600000000000064,0.42210661511659514
0.085600000000000065,0.42708538531554713
0.086600000000000066,0.43206390658221244
0.087600000000000067,0.43704217892903757
0.088600000000000068,0.44202020236846806
0.089600000000000068,0.44699797691294901
0.090600000000000069,0.4519755025749248
0.09160000000000007,0.45695277936683937
0.092600000000000071,0.46192980730113581
0.093600000000000072,0.46690658639025667
0.094600000000000073,0.4718831166466439
0.095600000000000074,0.47685939808273892
0.096600000000000075,0.48183543071098245
0.097600000000000076,0.48681121454381449
0.098600000000000076,0.49178674959367452
0.099600000000000077,0.49676203587300133
0.10060000000000008,0.50173707339423324
0.10160000000000008,0.50671186216980768
0.10260000000000008,0.51168640221216166
0.10360000000000008,0.51666069353373179
0.10460000000000008,0.52163473614695344
0.10560000000000008,0.526608530064262
0.10660000000000008,0.53158207529809187
0.10760000000000008,0.53655537186087676
0.10860000000000009,0.54152841976505006
0.10960000000000009,0.54650121902304449
0.11060000000000009,0.55147376964729178
0.11160000000000009,0.55644607165022331
0.11260000000000009,0.56141812504427013
0.11360000000000009,0.56638992984186209
0.11460000000000009,0.57136148605542891
0.11560000000000009,0.57633279369739943
0.11660000000000009,0.58130385278020191
0.11760000000000009,0.58627466331626388
0.11860000000000009,0.59124522531801249
0.1196000000000001,0.59621553879787414
0.1206000000000001,0.60118560376827457
0.1216000000000001,0.60615542024163882
0.1226000000000001,0.61112498823039163
0.1236000000000001,0.61609430774695695
0.1246000000000001,0.62106337880375795
